Transaction Type,Project Name,Status,Order Creation Date,Order Number,Process Group,ABT_Sch_Compl_Date,ABT_Act_Compl_Date,BD_Act_Compl_Date,Order Actual Sales No Freight,Order Est Weight Tons,Order Eng Manifest Total Tons,Order Actual Shipped Tons,Budget Hours,Actual Hours,Engineering Amt,Order Est Margin No Freight,Order Est Margin % No Freight,Order Actual Margin,Order Actual Margin %,Complexity,ECK_Date,ECK_Lead_Wks,Division,Region
BLDGMATL-CUSTOM-BLDR,INSULATED WALL PANEL QUOTE 9/1,CLOSED,2016-09-01,1602045201,,,,2016-09-14,26180,3.75,1.833,1.833,0,0,0,7999,30.55,13158.48,50.26,Simple (<=100),,,BUTLER,BWE
BLDGMATL-STD-BLDR,235501,CLOSED,2019-06-27,235501,,,,,1487,0,0.101,0.101,0,0,0,1487,100,358.05,22.07,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,237601,CLOSED,2020-01-13,237601,,,,,1276,0.117,0.101,0.101,0,0,0,195,15.28,248.09,19.44,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,ALBAUGH INC. (CRYSTAL FORM PLA,CLOSED,2015-08-27,218701,STJ,,,,368,0.75,0.0000125,0.0000125,0,0,0,22,5.98,22,5.98,Simple (<=100),,,VP,VWE
BLDGMATL-STD-BLDR,ALLISON TRANSMISSION,CLOSED,2017-08-29,227501,BMD,,,,695,0.0025,0.04906,0.04906,0,0,0,104,14.96,104.25,13.11,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,ANDERSON BROS CORP. 08-17-16,CLOSED,2017-10-02,227901,MXC,,,,2772.82,1,0.52528125,0.52528125,0,0,0,222,8.01,472.07,15.62,Simple (<=100),,,BUTLER,BWE
BLDGMATL-STD-BLDR,ARIEL KD-1 EXPANSION,CLOSED,2019-09-24,236401,BMD,,,,2566.75,0,0.83954,0.83954,0,0,0,2567,100,693.27,25.36,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,BEATRICE RAFFERTY - SKYWEB,CLOSED,2019-12-11,237301,BMD,,,,3179,0,0.37247182,0.37247182,0,0,0,3179,100,1145.53,36.03,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,BEAVER LODGE ENBRIDGE SANDPIPE,CLOSED,2015-11-04,219401,BMD,,,,315,0.1185,0.072,0.072,0,0,0,15,4.76,300.05,50.01,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,BIRCHWOOD MANUFACTURING,CLOSED,2019-02-05,234001,,,,,3420,0,0.04906,0.04906,0,0,0,3420,100,873,23.1,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,BPL -17-20 BPL GARAGE,CLOSED,2017-08-01,227101,BMD,,,,5614.62,1.357,1.2626875,1.2626875,0,0,0,450,8.01,449.79,8.01,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,CENTREX LANDMARK 2/8/16,CLOSED,2016-03-15,220501,BMD,,,,48140.85,12.5,15.381486,15.381486,0,0,0,2319,4.82,2318.9,4.82,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,COIT ROOF,CLOSED,2019-04-22,234701,BMD,,,,1326.14,0.393,0.414652,0.414652,0,0,0,0,0,150,10.16,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,DENSO WAREHOUSE,CLOSED,2017-01-25,224301,BMD,,,,580,0.025,0.04906,0.04906,0,0,0,87,15,87,12.79,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,DISNEY SAFETY BLDG.,CLOSED,2015-03-17,217401,INS,,,,11210,2.546,2.5532,2.5532,0,0,0,725,6.47,725.08,6.47,Simple (<=100),,,VP,VSO
BLDGMATL-STD-BLDR,DOLLAR GENERAL - ANCHOR BOLTS,CLOSED,2015-10-02,219101,BMD,,,,472,0,0.02,0.02,0,0,0,472,100,220.4,36.86,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,FAITH LUTHERAN CHURCH,CLOSED,2015-07-22,218401,BMD,,,,1580,0.1,0.04906,0.04906,0,0,0,237,15,237,13.78,Simple (<=100),,,BUTLER,BWE
BLDGMATL-STD-BLDR,FREEDON SAUSAGE,CLOSED,2019-08-13,236001,BMD,,,,240.88,0,0.0708,0.0708,0,0,0,241,100,157.92,45.26,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,FRUIT PACKER SUPPLY R5 240X570,CLOSED,2019-05-06,234901,INS,,,,38266,0,9.97525,9.97525,0,0,0,0,0,-0.13,0,Simple (<=100),,,VP,VWE
BLDGMATL-STD-BLDR,GO GRAPHIX,CLOSED,2017-01-18,224201,INS,,,,4695,0.0005,0.8436,0.8436,0,0,0,306,6.52,306.39,6.53,Simple (<=100),,,VP,VNO
BLDGMATL-STD-BLDR,GRAND CANYON RAILWAY 12/21/18,CLOSED,2019-11-05,236901,,,,,-2050.44,0,0,0,0,0,0,-2050,100,-2050.44,100,Simple (<=100),,,BUTLER,BWE
BLDGMATL-STD-BLDR,HABITAT RESTORE KENNER,CLOSED,2018-08-14,232201,INS,,,,2494.16,0.4255,0.4255,0.4255,0,0,0,161,6.46,162.11,6.5,Simple (<=100),,,VP,VSO
BLDGMATL-STD-BLDR,HARBOR FREIGHT TOOLS,CLOSED,2017-09-19,227701,BMD,,,,6600,0.0025,0.04906,0.04906,0,0,0,990,15,990,14.41,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,HAVERHILL: GUTTER PARTS,CLOSED,2018-07-17,1803577101,ANN,,,2018-07-23,8818,0.21,0.33662098,0.33662098,0,0,0,7487,84.91,4996.69,50.89,Simple (<=100),2018-07-17,,BUTLER,BEA
BLDGMATL-STD-BLDR,HAWMAN TRUCK SHOP 50X80X18,BOOKED,2020-02-25,237901,,,,,0,0,0,0,0,0,0,0,0,0,0,Simple (<=100),,,BUTLER,BWE
BLDGMATL-STD-BLDR,HELENA T ADDN - ANCHOR BOLTS,CLOSED,2017-09-07,227601,BMD,,,,172,0,0.01,0.01,0,0,0,172,100,78.56,36.37,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,JIM & JON KOESSL,CLOSED,2016-07-13,221801,INS,,,,9895.09,0.6,2.419065,2.419065,0,0,0,610,6.16,611.2,6.18,Simple (<=100),,,VP,VWE
BLDGMATL-STD-BLDR,LIBERTY DOOR,CLOSED,2016-01-29,220101,,,,,1125.45,0,0.101,0.101,0,0,0,101,8.98,101.87,8.18,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,MASSANUTTEN  LAUNDRY FACILITY,CLOSED,2017-12-08,229001,BMD,,,,25342,8.859,8.397142,8.397142,0,0,0,2027,8,2027.22,8,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,NJNG ADDITION - ANCHOR BOLTS,CLOSED,2016-10-18,223101,BMD,,,,854.24,0,0.157672,0.157672,0,0,0,171,20.02,388.12,36.23,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,OH DOOR REFIT,CLOSED,2015-02-04,217101,BMD,,,,397,0.1,0.0634,0.0634,0,0,0,20,5.04,273,42.19,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,PACWEST BLDG #2,CLOSED,2015-08-14,218601,CA,,,,8645,1,1.6812815,1.6812815,0,0,0,546,6.32,546.26,6.32,Simple (<=100),,,VP,VWE
BLDGMATL-STD-BLDR,PADILLA MASONRY BUILDING,CLOSED,2019-01-28,233901,,,,,7860,0,0.04906,0.04906,0,0,0,7860,100,1579,19.12,Simple (<=100),,,BUTLER,BWE
BLDGMATL-STD-BLDR,PEERLESS,CLOSED,2018-05-04,230901,BMD,,,,1980,0.025,0.04906,0.04906,0,0,0,297,15,297,13.62,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,PHILBRUN FT,CLOSED,2015-10-15,219201,INS,,,,8285,1.5,2.01056,2.01056,0,0,0,538,6.49,538.11,6.49,Simple (<=100),,,VP,VWE
BLDGMATL-STD-BLDR,PILLAR USA,CLOSED,2015-12-09,219701,BMD,,,,75.31,0.0125,0.004,0.004,0,0,0,5,6.67,26.75,27.21,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,PINE AND PALM,CLOSED,2019-07-09,235601,BMD,,,,596,0,0.23,0.23,0,0,0,596,100,236,33.15,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,PUEBLO TOYOTA,CLOSED,2014-12-23,216801,,,,,4980,0,0.04906,0.04906,0,0,0,747,15,747,14.12,Simple (<=100),,,BUTLER,BWE
BLDGMATL-STD-BLDR,ROSEWOOD ANCHOR BOLTS,CLOSED,2019-03-11,234301,BMD,,,,381.44,0,0.1472,0.1472,0,0,0,381,100,246.8,44.76,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,SOTEK / BELRIX - ANCHOR BOLTS,CLOSED,2015-07-08,218301,BMD,,,,607.85,0.185,0.2449,0.2449,0,0,0,232,38.16,258.05,34.69,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,STANLEY TERMINAL,CLOSED,2015-05-08,217801,BMD,,,,3031,0.6145,0.5675,0.5675,0,0,0,151,4.98,385.04,11.79,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,STEUBEN FOODS - ANCHOR BOLTS,CLOSED,2015-12-01,219601,BMD,,,,185,0,0.0575,0.0575,0,0,0,186,100,37,20,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,STEVE FREY,CLOSED,2018-04-17,230601,INS,,,,2334,0.0005,0.4104875,0.4104875,0,0,0,136,5.83,136.24,5.84,Simple (<=100),,,VP,VWE
BLDGMATL-STD-BLDR,TAPE ORDER,CLOSED,2018-08-23,232301,BMD,,,,482.4,0.025,0.016,0.016,0,0,0,48,9.96,48,9.95,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,TESLA PHASE II 1600174101,CLOSED,2016-05-13,221101,,,,,15320.1,0,0.505,0.505,0,0,0,2298,15,2298,14.66,Simple (<=100),,,BUTLER,BWE
BLDGMATL-STD-BLDR,TRINITY,CLOSED,2018-02-22,230001,,,,,6332.48,0,0.45486,0.45486,0,0,0,730,11.53,1566.42,24.74,Simple (<=100),,,BUTLER,BCT
BLDGMATL-STD-BLDR,TRIPLE M,CLOSED,2019-10-03,236501,BMD,,,,2205,0.594,0.48636,0.48636,0,0,0,0,0,250.71,10.21,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,VERSATEX,CLOSED,2017-07-26,227001,BMD,,,,493.64,0.05,0.09198,0.09198,0,0,0,11,2.23,511.65,68.8,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,WONDER,CLOSED,2016-11-14,223501,,,,,57516.58,0,2.862,2.862,0,0,0,57517,100,9903.97,17.02,Simple (<=100),,,BUTLER,BEA
BLDGMATL-STD-BLDR,ZIWA.RIO GRANDE HAULING,CLOSED,2018-09-04,232401,INS,,,,4704.97,0.9395,0.93665,0.93665,0,0,0,307,6.52,307.56,6.54,Simple (<=100),,,VP,VSO
BLDGMATL-STD-BLDR CAN,LAND & SKY GRAINS,CLOSED,2017-02-06,224401,BMD,,,,0.76,0,6.51085,6.51085,0,0,0,1,100,-15656.03,-461.73,Simple (<=100),,,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,100 BALTIMORE EXPANSION,CLOSED,2019-03-29,1900718601,CSS,,,2019-05-28,270603,101.0755,100.55804303,100.55804303,751,847.75,95098,44758,16.54,54885.7,19.76,High Complex (400-800),2019-05-28,8.57142857142857,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,2014-082 HALCON OFFICE,CLOSED,2014-09-25,1401872501,EVA,,,2014-12-10,379023.34,138.952,106.13937984,106.13937984,133.2,544.4,24678.08,70537,18.61,58137.21,15.07,Moderate (100-200),2014-12-03,,VP,VNO
CSS/CONV-CUSTOM-BLDR,4 G'S STORAGE LLC,CLOSED,2018-03-06,1802427701,CSS,,,2018-05-25,649417.99,197.8925,68.235565115,68.235565115,913,2004.75,137642,63948,9.85,293186.24,41.3,Very High Complex (>800),2018-05-24,,BUTLER,BWE
CSS/CONV-CUSTOM-BLDR,50 COGWHEEL ADDITION,CLOSED,2015-05-21,1500889901,IN,2015-07-17,2015-07-17,2015-08-26,402148,127.1395,103.097008605,103.097008605,451,925.15,53507,115091,28.62,136507.78,33.29,High Complex (400-800),2015-08-25,,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,6100 PONTCHATRAIN BLDG.,CLOSED,2017-10-10,1702440401,AR,,,2017-12-14,160040,46.2155,38.912163,38.912163,567,520.9,64285,29936,18.71,31248.1,19.45,High Complex (400-800),2017-12-13,,VP,VSO
CSS/CONV-CUSTOM-BLDR,ACS JOTS EXPANSION 9/9/16,CLOSED,2016-09-09,1602105201,CSS,,,2017-06-15,193608,105.7265,108.148940035,108.148940035,615,1073,15545,27477,14.19,-70937.82,-35.69,High Complex (400-800),2017-06-14,,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,AEP,CLOSED,2015-09-15,1501567801,STJ,,,2015-12-22,591195.57,192.9735,218.38126879,218.38126879,399.5,710.25,73988.85,102964.19,17.42,83305.82,13.87,Complex (200-400),2015-12-18,,VP,VWE
CSS/CONV-CUSTOM-BLDR,AIM BANK MIDLAND TEXAS,CLOSED,2015-12-17,1502307201,AR,,,2016-02-15,121457,36.8995,24.829253,24.829253,0,582.15,43526,18453,15.19,18944.55,14.52,Simple (<=100),2016-02-15,,VP,VSO
CSS/CONV-CUSTOM-BLDR,ALEXANDRIA MIXED USE,ENTERED,2019-01-31,1900245101,KAN,,,,0,49,41.776477,0,1190,1943.45,0,128352,27.31,0,0,Very High Complex (>800),2020-02-19,54.8571428571429,BUTLER,BWE
CSS/CONV-CUSTOM-BLDR,ALFA LAVAL,CLOSED,2018-02-02,1802149301,CE1,2018-05-11,2018-05-02,2018-06-04,227185.83,61.4255,53.791695355,53.791695355,803,918.5,80299,27217,11.98,16476.48,7.12,Very High Complex (>800),2018-05-31,,BUTLER,BWE
CSS/CONV-CUSTOM-BLDR,AMEGY BANK OF TEXAS,CLOSED,2016-12-14,1602812101,AR,,,2017-01-24,113504,52.0535,45.48381148,45.48381148,232,255.25,24222,19909,17.54,21917.55,18.36,Complex (200-400),2017-01-24,,VP,VSO
CSS/CONV-CUSTOM-BLDR,AMS1,CLOSED,2017-07-05,1701158301,IN,2018-05-24,2018-04-30,2018-08-31,435397.21,157.967,177.49832521,177.49832521,513.8,1257.57,99182.73,67582.32,15.52,-64854.54,-14.26,High Complex (400-800),2018-06-27,,VP,VWE
CSS/CONV-CUSTOM-BLDR,AP HILL TOWERS,CLOSED,2018-02-26,1802316401,ROC,,,2018-08-23,19137.68,1.6795,3.495394,3.495394,109,157.5,0,4177.46,21.83,-4168.19,-21.78,Moderate (100-200),2018-07-16,,VP,VSO
CSS/CONV-CUSTOM-BLDR,ARG BOILER #6 BUILDING ORDER 5,CLOSED,2016-05-19,1601184001,TRITECH,,,2016-07-14,373749.74,136.6185,127.375575085,127.375575085,621,687.35,81625,95128,25.45,78620.75,20.62,High Complex (400-800),2016-07-12,,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,ARIEL TRAINING CENTER,CLOSED,2015-08-24,1501501201,CSS,,,2015-11-19,351747.99,107.9045,46.18395,46.18395,745,1842.75,143198,-101537,-28.87,145024.75,37.63,High Complex (400-800),2015-11-17,,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,ASPEN PRODUCTS,CLOSED,2017-10-12,1702424801,STJ,,,2018-03-29,1384198,884.3125,860.71788148,860.71788148,830,1463,91794,249640,18.03,220709.89,15.87,Very High Complex (>800),2018-03-27,,VP,VWE
CSS/CONV-CUSTOM-BLDR,BASEMENT SYSTEMS 2015,CLOSED,2015-08-26,1501512401,IN,2015-10-07,2015-10-07,2015-11-24,231988,56.705,48.57017365,48.57017365,490,433.6,63141,78717,33.93,106686.35,45.12,High Complex (400-800),2015-11-23,,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,BAXTER ASSISTED LIVING,CLOSED,2016-12-28,1602917301,CSS,,,2017-08-04,429604.72,92.2825,117.0095,117.0095,1028,2975.66,0,108671,25.3,-194112.91,-45.18,Very High Complex (>800),2030-01-01,,VP,VWE
CSS/CONV-CUSTOM-BLDR,BAYER BIO,CLOSED,2019-04-29,1900976501,ROC,,,2019-09-23,515944,68.2515,76.729192,76.729192,2700,2019.9,354344,119079,23.08,205839.27,39.53,Very High Complex (>800),2019-09-18,20.2857142857143,BUTLER,BWE
CSS/CONV-CUSTOM-BLDR,BEARDMORE SUBARU 8/6/15,CLOSED,2015-08-06,1501380301,CSS,,,2015-10-06,178861,72.9115,71.347796505,71.347796505,323.8,47.5,39775,22589,12.63,51684.19,28.58,Complex (200-400),2015-10-01,,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,BELIEVERS CHURCH,CLOSED,2016-04-15,1600901701,CSS,,,2016-08-31,485929.99,200.431,195.0339645,195.0339645,700,1021.3,76095,109076,22.45,121134.19,24.52,High Complex (400-800),2016-08-29,,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,BILOXI FIRE STATION NO. 7,CLOSED,2018-06-29,1803464901,TRITECH,,,2018-11-12,190634,61.1575,79.5873945,79.5873945,449,488,60169,34310,18,2790.18,1.4,High Complex (400-800),2018-11-12,,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,BLDG #6 (REV 1),CLOSED,2016-11-28,1602204301,EVA,,,2017-03-02,187599.64,90.4815,94.848079285,94.848079285,724.3,1034.25,36170.33,7559.12,4.03,-64043.79,-32.37,High Complex (400-800),2017-03-01,,VP,VNO
CSS/CONV-CUSTOM-BLDR,BMI BUILDING 1,CLOSED,2017-02-28,1700576701,TRITECH,2017-04-10,,2017-06-01,251358.99,119.958,129.70396802,129.70396802,739,1074,75033,32672,13,-17998.18,-7.13,High Complex (400-800),2017-06-01,,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,BOSTON SCIENTIFIC,CLOSED,2018-07-13,1803564101,EVA,,,2019-05-16,65100,0,0,0,1355,651,0,2580,3.96,608,0.93,Very High Complex (>800),,,VP,VNO
CSS/CONV-CUSTOM-BLDR,BP AERO 5/24/16,CLOSED,2016-05-24,1601203001,CSS,,,2017-01-06,226209.99,53.6765,81.453441945,81.453441945,570,1770.5,65882,33933,15,-51028.43,-22.19,High Complex (400-800),2017-01-05,,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,BREMNER POWER,CLOSED,2018-11-30,1804633001,CAN,,,2019-05-02,261962.75,85.9565,73.4759245,73.4759245,704,796,116316,57845,16.62,40798.79,15.57,High Complex (400-800),2019-04-29,21.4285714285714,BUTLER,BWE
CSS/CONV-CUSTOM-BLDR,BRIDGER AERO HANGER 2,CLOSED,2018-02-27,1802371701,IN,,,2019-04-03,399699,73.75,116.48632555,116.48632555,1319,3348.2,174006,81050,20.28,-92878.28,-22.36,Very High Complex (>800),2019-04-03,57.1428571428571,VP,VWE
CSS/CONV-CUSTOM-BLDR,CAMECA INSTRUMENTS,CLOSED,2016-07-18,1601674501,EVA,,,2016-11-23,277958.75,130.868,124.40814492,124.40814492,645,501.25,66953,44695,16.08,77909.13,27.61,High Complex (400-800),2016-11-22,,VP,VNO
CSS/CONV-CUSTOM-BLDR,CANTIAGUE PARK TRAINING CENTER,CLOSED,2015-04-21,1500673501,CE1,,,2015-09-29,10000,0,0,0,162,667,10000,1500,15,-58386,-583.86,Moderate (100-200),2015-08-19,,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,CASH WISE GROCERY SF 10/10/17,CLOSED,2017-10-10,1702436201,CSS,,,2017-11-21,363688,181.9775,180.5222745,180.5222745,757,390,81107,58178,16,103656.86,28.24,High Complex (400-800),2017-11-21,,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,CASH WISE LIQUOR S FARGO 1-12,CLOSED,2018-01-12,1801954301,CSS,,,2018-02-19,91036,34.045,33.368353,33.368353,266,180,31587,16955,18.62,20019.14,21.5,Complex (200-400),2018-02-16,,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,CASH WISE NORTH BISM 2/19/18,CLOSED,2018-02-19,1802291701,TRITECH,,,2018-04-18,132552,45.43,38.33067548,38.33067548,385,406,51057,21698,16.37,32102.9,22.98,Complex (200-400),2018-04-18,,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,CAYMAN BUILDING ADDITION,ENTERED,2019-12-30,1902713101,EVA,,,,0,116.6,0,0,1070,577,0,95137,24.67,0,0,Very High Complex (>800),2030-01-01,522.142857142857,VP,VNO
CSS/CONV-CUSTOM-BLDR,CENTERVILLE RD OFFICE BUILDING,CLOSED,2017-03-10,1700696601,TRITECH,,,2017-05-31,358429.99,173.829,138.235636,138.235636,710,974.87,88340,44580,12.44,79376.18,21.09,High Complex (400-800),2017-05-30,,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,CENTURY 21 OFFICE,CLOSED,2019-08-28,1901872401,TRITECH,,,2019-11-13,132829,48.113,43.883287,43.883287,275,388,39221,30551,23,31841.72,21.74,Complex (200-400),2019-11-13,11,BUTLER,BWE
CSS/CONV-CUSTOM-BLDR,CERTAINTEED CONVEYOR STRUCTURE,CLOSED,2018-02-26,1802350501,NC,,,2018-04-09,77242,26.027,23.328016995,23.328016995,179,160.5,25190,16766,21.71,19733.25,25.55,Moderate (100-200),2018-04-09,,VP,VSO
CSS/CONV-CUSTOM-BLDR,CGM WAREHOUSE FINAL,CLOSED,2018-06-02,1803168701,,,,2019-05-30,50000,0,0,0,885,571.17,0,8750,17.5,-6729,-13.46,Very High Complex (>800),2030-01-01,604.428571428571,VP,VSO
CSS/CONV-CUSTOM-BLDR,CHAPPLE-OLYMPIC STEEL,CLOSED,2017-05-02,1701148501,CSS,,,2018-03-05,507115.99,169.775,170.122466995,170.122466995,0,399.9,241424,81329,16.04,235667.67,45.65,Simple (<=100),2018-02-13,,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,CHAUNCEY PLANNED DEVELOPMENT,CLOSED,2018-02-19,1802288001,ROC,,,2018-05-07,101793,47.319,21.80993394,21.80993394,90,57,10519,27862,27.37,55786.24,52.75,Simple (<=100),2018-04-10,,VP,VNO
CSS/CONV-CUSTOM-BLDR,CHEROKEE 75,CLOSED,2015-01-21,1500112401,LAU,,,2015-03-27,659170,379.056,473.44190857,473.44190857,603,613.25,72922,103681,15.73,-28986.21,-4.33,High Complex (400-800),2015-03-24,,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,CLARKSBURG AUDI,CLOSED,2019-10-08,1902180901,LAU,,,2020-01-08,176106,41.97,40.1799775,40.1799775,538,121,76987,40322,22.9,101445.43,57.6,High Complex (400-800),2020-01-08,13.1428571428571,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,CLEVELAQND COMMUNITY FIRE DEPA,CLOSED,2018-02-27,1802363801,ROC,,,2018-10-03,143332.98,50.512,53.2645465,53.2645465,423,410.4,52652,21833,15.23,22995.01,15.93,High Complex (400-800),2018-10-02,,VP,VSO
CSS/CONV-CUSTOM-BLDR,CLIMBING GYM,CLOSED,2019-01-25,1900190101,TRITECH,,,2019-08-02,226434.3,21.5855,50.4854305,50.4854305,1209,2190.5,167889,45779,20.22,-63779.2,-27.96,Very High Complex (>800),2019-08-02,27,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,CM DOMINION RACEWAY,CLOSED,2015-04-01,1500552601,LAU,,,2015-08-03,137231.27,40.6775,36.559419855,36.559419855,91,681.75,1571,13557,9.88,-16061.59,-10.77,Simple (<=100),2015-07-31,,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,COBORN'S CORP OFFICE 10/13/14,CLOSED,2014-10-13,1401993201,CSS,,,2014-11-26,502255,240.6415,191.348091,191.348091,920.8,732.75,92466,97764,19.47,149913.48,29.21,Very High Complex (>800),2014-11-25,,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,COBORN'S NEW PRAGUE,CLOSED,2019-05-22,1901160501,KAN,,,2019-06-27,106215,29.417,28.511676,28.511676,327,165,52938,17516,16.49,43011.13,40.49,Complex (200-400),2019-06-26,5,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,COBORN'S OTSEGO,BOOKED,2020-02-14,2000282301,KAN,,,2020-04-09,0,151.2345,149.5753785,0,438,24,0,77836,20,0,0,High Complex (400-800),2020-04-01,6.71428571428571,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,COBORN'S SUPPORT CENTER 6/12,CLOSED,2015-06-12,1501039201,CSS,,,2015-06-22,60893,34.1075,23.44825,23.44825,73,28.5,8034,10568,17.36,21663.76,34.06,Simple (<=100),2015-06-22,,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,COCA COLA,CLOSED,2019-10-22,1902270701,KAN,,,2019-11-19,15894,0,0,0,0,167.62,0,0,0,200,1.26,Simple (<=100),,,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,COLUMBIA AVENE  FACADE LAND LP,CLOSED,2014-09-10,1401766201,LAU,,,2014-11-17,237904,66.207,51.9743911,51.9743911,524,622.5,61240,60468,50.84,91655.86,75.78,High Complex (400-800),2014-11-17,,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,COOL SPRINGS VFD,CLOSED,2016-04-22,1600895201,CSS,,,2016-07-26,134286,52.774,56.426733,56.426733,447,511.75,45170,24170,18,10156.02,7.51,High Complex (400-800),2016-07-25,,VP,VSO
CSS/CONV-CUSTOM-BLDR,CORNER LOT DEVELOPMENT,CLOSED,2018-11-30,1804632001,,,,2019-02-08,147577,56.2215,81.9790315,81.9790315,0,807.75,57350,22717,15.39,-45422.61,-29.93,Simple (<=100),2019-02-06,9.71428571428571,VP,VSO
CSS/CONV-CUSTOM-BLDR,CREGGER WESTERN LANE,CLOSED,2018-11-26,1804588301,ROC,,,2019-01-30,517283.19,247.351,250.391036,250.391036,777,391.93,100023,57697,11.15,113468.06,21.81,High Complex (400-800),2019-01-30,9.28571428571429,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,CRG,CLOSED,2018-03-26,1802637001,ROC,,,2018-07-25,176436,72.678,78.2295055,78.2295055,480,644,56304,29213,16.56,-12028.89,-6.61,High Complex (400-800),2018-07-25,,BUTLER,BEA
CSS/CONV-CUSTOM-BLDR,CRUHS FIELD HOUSE-CONVENTIONAL,CLOSED,2017-10-24,1702553001,CE1,2017-12-22,,2018-05-25,375699.52,89.4,93.430151485,93.430151485,2422,6554.75,265008,54325,14.46,-343532.73,-90.76,Very High Complex (>800),2018-05-24,,BUTLER,BWE
CSS/CONV-CUSTOM-BLDR,CSL - AUSTIN,ENTERED,2018-07-26,1803619901,CSS,,,,0,40.054,17.2105,0,352,2,0,22356,27.75,0,0,Complex (200-400),,,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,CULINARIA,CLOSED,2018-02-20,1802308201,STJ,,,2018-09-20,55000,0,0,0,475,509,55000,8000,14.55,4984,9.06,High Complex (400-800),,,VP,VWE
CSS/CONV-CUSTOM-BLDR,CULTIVATION CENTER 12/2/14,CLOSED,2014-12-02,1402297801,CSS,,,2015-11-13,19402,0.0005,0,0,241,135.75,19402,3233,16.66,3233.25,16.66,Complex (200-400),,,BUTLER,BCT
CSS/CONV-CUSTOM-BLDR,DARLING'S AUTO MALL,CLOSED,2015-07-23,1501281501,LAU,2015-10-02,2015-10-02,2015-10-29,291052,100.245,94.06181383,94.06181383,500,859.5,80580,89946,61.8,56524.02,35.2,High Complex (400-800),2015-10-28,,BUTLER,BEA
